Planet Name,Number of Stars,Number of Planets,Discovery Method,Discovery Year,Discovery Facility,Orbital Period (days),Planet Radius (Earth Radius),Planet Mass,Distance From Earth,Release Date
GJ 3512 c,1,2,Radial Velocity,2020,Multiple Observatories,1599.6,,63.56568,9.48637,7/18/2022 0:00
GJ 357 b,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),3.930623,,,9.44181,3/4/2024 0:00
GJ 357 c,1,3,Radial Velocity,2019,Multiple Observatories,9.1247,,3.4,9.44181,8/1/2019 0:00
GJ 357 d,1,3,Radial Velocity,2019,Multiple Observatories,55.661,,6.1,9.44181,8/1/2019 0:00
GJ 3634 b,1,1,Radial Velocity,2010,La Silla Observatory,2.64561,,8.4,20.3779,8/21/2014 0:00
GJ 367 b,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0.3219225,0.699,0.633,9.41263,8/10/2023 0:00
GJ 367 c,1,3,Radial Velocity,2023,La Silla Observatory,11.5301,,4.13,9.41263,8/7/2023 0:00
GJ 367 d,1,3,Radial Velocity,2023,La Silla Observatory,34.369,,6.03,9.41263,8/7/2023 0:00
GJ 3779 b,1,1,Radial Velocity,2018,Calar Alto Observatory,3.0232,,8,13.743,12/6/2018 0:00
GJ 3929 b,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),2.61627687,1.097,,15.8095,10/14/2024 0:00
GJ 3929 c,1,2,Radial Velocity,2022,Multiple Observatories,15.04,,5.71,15.8095,8/1/2022 0:00
GJ 393 b,1,1,Radial Velocity,2021,Multiple Observatories,7.02679,,1.71,7.03149,7/12/2021 0:00
GJ 3942 b,1,1,Radial Velocity,2017,Roque de los Muchachos Observatory,6.905,,7.14,16.9287,12/21/2017 0:00
GJ 3988 b,1,1,Radial Velocity,2023,Calar Alto Observatory,6.9442,,3.69,9.9105,10/21/2023 0:00
GJ 3998 b,1,2,Radial Velocity,2016,Roque de los Muchachos Observatory,2.64977,,2.47,18.1459,7/28/2016 0:00
GJ 3998 c,1,2,Radial Velocity,2016,Roque de los Muchachos Observatory,13.74,,6.26,18.1459,7/28/2016 0:00
GJ 411 b,1,2,Radial Velocity,2019,Haute-Provence Observatory,12.9394,,2.69,5.675773,5/24/2022 0:00
GJ 414 A b,2,2,Radial Velocity,2021,W. M. Keck Observatory,51.625,,10.23407,11.8893,9/20/2021 0:00
GJ 414 A c,2,2,Radial Velocity,2021,W. M. Keck Observatory,744.7,,58.48043,11.8893,9/20/2021 0:00
GJ 422 b,1,1,Radial Velocity,2014,Multiple Observatories,20.129,,11.07,12.6631,2/13/2020 0:00
GJ 4276 b,1,1,Radial Velocity,2019,Calar Alto Observatory,13.352,,16.57,21.3362,1/24/2019 0:00
GJ 433 b,1,3,Radial Velocity,2011,La Silla Observatory,7.3705,,6.043,9.06456,2/13/2020 0:00
GJ 433 c,1,3,Radial Velocity,2014,Multiple Observatories,5094.105,,32.422,9.06456,2/13/2020 0:00
GJ 433 d,1,3,Radial Velocity,2020,Multiple Facilities,36.059,,5.223,9.06456,2/13/2020 0:00
GJ 436 b,1,1,Radial Velocity,2004,W. M. Keck Observatory,2.64389762,,,9.75321,3/4/2024 0:00
GJ 463 b,1,1,Radial Velocity,2022,Multiple Observatories,3448,,1144.18227,18.3554,3/15/2023 0:00
GJ 480 b,1,1,Radial Velocity,2020,Multiple Observatories,9.567,,13.2,14.2358,9/3/2020 0:00
GJ 486 b,1,1,Radial Velocity,2021,Calar Alto Observatory,1.46712127,1.289,2.77,8.07426,9/28/2024 0:00
GJ 504 b,1,1,Imaging,2013,Subaru Telescope,,,1271.3,17.5299,5/14/2014 0:00
GJ 514 b,1,1,Radial Velocity,2022,Multiple Observatories,140.43,,5.2,7.61778,4/19/2022 0:00
GJ 536 b,1,1,Radial Velocity,2016,La Silla Observatory,8.708,,6.52,10.4092,10/19/2017 0:00
GJ 581 b,1,3,Radial Velocity,2005,La Silla Observatory,5.36879,,16.24103,6.2981,9/20/2021 0:00
GJ 581 c,1,3,Radial Velocity,2007,La Silla Observatory,12.9144,,5.05347,6.2981,9/20/2021 0:00
GJ 581 e,1,3,Radial Velocity,2009,La Silla Observatory,3.153,,1.657,6.2981,10/19/2017 0:00
GJ 625 b,1,1,Radial Velocity,2017,Multiple Observatories,14.628,,2.82,6.47249,9/28/2017 0:00
GJ 649 b,1,1,Radial Velocity,2009,W. M. Keck Observatory,600.1,,81.99973,10.3796,7/10/2023 0:00
GJ 667 C b,3,5,Radial Velocity,2012,La Silla Observatory,7.203,,,7.24396,12/14/2023 0:00
GJ 667 C c,3,5,Radial Velocity,2013,La Silla Observatory,28.155,,4.54,7.24396,7/12/2024 0:00
GJ 674 b,1,1,Radial Velocity,2007,La Silla Observatory,4.6938,,11.09,4.54896,5/14/2014 0:00
GJ 676 A b,2,4,Radial Velocity,2010,La Silla Observatory,1051.44521,,1840.86213,16.0272,6/12/2023 0:00
GJ 676 A c,2,4,Radial Velocity,2016,Paranal Observatory,13921.42302,,4288.14087,16.0272,6/12/2023 0:00
GJ 676 A d,2,4,Radial Velocity,2012,La Silla Observatory,3.60076,,3.81394,16.0272,6/14/2023 0:00
GJ 676 A e,2,4,Radial Velocity,2012,La Silla Observatory,35.47358,,6.6744,16.0272,6/14/2023 0:00
GJ 680 b,2,1,Radial Velocity,2022,Multiple Observatories,17281.66514,,7977.49302,9.67315,6/12/2023 0:00
GJ 682 b,1,2,Radial Velocity,2014,Multiple Observatories,17.478,,4.4,5.00671,10/10/2019 0:00
GJ 682 c,1,2,Radial Velocity,2014,Multiple Observatories,57.32,,8.7,5.00671,10/10/2019 0:00
GJ 685 b,1,1,Radial Velocity,2019,Roque de los Muchachos Observatory,24.16,,9,14.3155,4/11/2019 0:00
GJ 687 b,1,2,Radial Velocity,2014,Lick Observatory,38.152,,17.57591,4.54939,9/20/2021 0:00
GJ 687 c,1,2,Radial Velocity,2020,Multiple Observatories,727.562,,16,4.54939,9/3/2020 0:00
GJ 720 A b,2,1,Radial Velocity,2021,Roque de los Muchachos Observatory,19.466,,13.64,15.5575,7/12/2021 0:00
GJ 724 b,1,1,Radial Velocity,2023,Calar Alto Observatory,5.101284,,10.75,16.9658,10/21/2023 0:00
GJ 740 b,1,1,Radial Velocity,2021,Multiple Observatories,2.37756,,2.96,11.1017,4/1/2021 0:00
GJ 806 b,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0.9263237,1.678,,12.0445,11/20/2024 0:00
GJ 806 c,1,2,Radial Velocity,2023,Multiple Observatories,6.64064,,5.8,12.0445,11/28/2023 0:00
GJ 832 b,1,1,Radial Velocity,2008,Anglo-Australian Telescope,3853,,314.65012,4.96435,9/5/2023 0:00
GJ 849 b,1,2,Radial Velocity,2006,W. M. Keck Observatory,1925.31,,283.82077,8.80058,7/10/2023 0:00
GJ 849 c,1,2,Radial Velocity,2014,W. M. Keck Observatory,5990,,314.65012,8.80058,10/21/2023 0:00
GJ 86 b,2,1,Radial Velocity,1999,La Silla Observatory,15.76491,,1404.8086,10.7836,9/6/2018 0:00
GJ 876 b,1,4,Radial Velocity,1998,Multiple Observatories,61.4,,1144.18227,4.67517,9/16/2024 0:00
GJ 876 c,1,4,Radial Velocity,2000,Multiple Observatories,30.22902,,221.84423,4.67517,9/20/2021 0:00
GJ 876 d,1,4,Radial Velocity,2005,W. M. Keck Observatory,1.937916,,5.84804,4.67517,5/9/2022 0:00
GJ 876 e,1,4,Radial Velocity,2010,W. M. Keck Observatory,124.4,,18.00115,4.67517,10/19/2017 0:00
GJ 887 b,1,2,Radial Velocity,2020,La Silla Observatory,9.262,,4.2,3.29,7/9/2020 0:00
GJ 887 c,1,2,Radial Velocity,2020,La Silla Observatory,21.789,,7.6,3.29,7/9/2020 0:00
GJ 896 A b,2,1,Astrometry,2022,Very Long Baseline Array,284.39,,718.2922,6.26022,9/14/2022 0:00
GJ 900 b,3,1,Imaging,2024,Multiple Observatories,,,3496.11248,20.8065,5/29/2024 0:00
GJ 9066 c,1,1,Radial Velocity,2020,Multiple Observatories,771.36,,66.74397,4.471,5/3/2022 0:00
GJ 9404 b,1,1,Radial Velocity,2023,Roque de los Muchachos Observatory,13.4586,,11.9,23.8839,9/5/2023 0:00
GJ 96 b,1,1,Radial Velocity,2018,Haute-Provence Observatory,73.94,,19.66,11.9315,11/8/2018 0:00
GJ 9689 b,1,1,Radial Velocity,2020,Roque de los Muchachos Observatory,18.27,,9.65,30.6203,10/25/2021 0:00
GJ 9714 b,1,1,Radial Velocity,2022,Multiple Observatories,19240.75467,,2988.54051,20.5121,6/12/2023 0:00
GJ 9827 b,1,3,Transit,2017,K2,1.208974,1.44,4.28,29.661,1/9/2025 0:00
GJ 9827 c,1,3,Transit,2017,K2,3.648103,1.13,1.86,29.661,1/9/2025 0:00
GJ 9827 d,1,3,Transit,2017,K2,6.201812,1.89,3.02,29.661,1/9/2025 0:00
GPX-1 b,1,1,Transit,2021,Acton Sky Portal Observatory,1.74428305,15.39,,655.013,1/23/2023 0:00
GQ Lup b,1,1,Imaging,2004,Paranal Observatory,,51.561,9852.73,151.169,2/25/2016 0:00
GSC 06214-00210 b,1,1,Imaging,2010,Palomar Observatory,,20.176,4767.45,108.5,2/25/2016 0:00
GU Psc b,1,1,Imaging,2014,Gemini Observatory,,14.179,3591.3,47.5501,5/14/2014 0:00
Gaia-1 b,1,1,Transit,2022,European Space Agency (ESA) Gaia Satellite,3.052524,13.776,533.95172,363.66,6/8/2022 0:00
Gaia-2 b,1,1,Transit,2022,European Space Agency (ESA) Gaia Satellite,3.69155899,14.724,,209.229,2/25/2023 0:00
Gaia22dkvL b,1,1,Microlensing,2024,European Space Agency (ESA) Gaia Satellite,,,1797.9553,1660,8/7/2024 0:00
Gl 378 b,1,1,Radial Velocity,2019,Haute-Provence Observatory,3.822,,13.02,14.9545,3/5/2019 0:00
Gl 49 b,2,1,Radial Velocity,2019,Multiple Observatories,13.8508,,5.63,9.8528,6/13/2019 0:00
Gl 686 b,1,1,Radial Velocity,2018,Roque de los Muchachos Observatory,15.53209,,7.1,8.15728,6/25/2024 0:00
Gliese 12 b,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),12.76147058,0.971,,12.21,9/30/2024 0:00
HAT-P-1 b,2,1,Transit,2006,HATNet,4.46530031,,,158.979,5/8/2024 0:00
HAT-P-11 b,1,2,Transit,2008,HATNet,4.88780244,,,37.7647,12/10/2024 0:00
HAT-P-11 c,1,2,Radial Velocity,2018,W. M. Keck Observatory,3407,,,37.7647,12/10/2024 0:00
HAT-P-12 b,1,1,Transit,2009,HATNet,3.21305762,,,142.751,3/4/2024 0:00
HAT-P-13 b,1,2,Transit,2009,HATNet,2.91624121,,,246.81,5/8/2024 0:00
HAT-P-13 c,1,2,Radial Velocity,2009,W. M. Keck Observatory,446.27,,4538.421,246.81,1/31/2019 0:00
HAT-P-14 b,2,1,Transit,2010,HATNet,4.62766098,,,222.663,3/4/2024 0:00
HAT-P-15 b,1,1,Transit,2010,HATNet,10.86345165,,,192.516,3/4/2024 0:00
HAT-P-16 b,3,1,Transit,2010,HATNet,2.77596727,,,226.637,5/8/2024 0:00
HAT-P-17 b,1,2,Transit,2010,HATNet,10.338505,11.873,,92.3831,11/20/2024 0:00
HAT-P-17 c,1,2,Radial Velocity,2010,W. M. Keck Observatory,3972,,915.3504,92.3831,3/21/2019 0:00
HAT-P-18 b,1,1,Transit,2010,HATNet,5.50802941,,,161.4,3/4/2024 0:00
HAT-P-19 b,1,1,Transit,2010,HATNet,4.0088245,11.544,,202.078,9/16/2024 0:00
HAT-P-2 b,1,2,Transit,2007,HATNet,5.633477,13.258,,127.774,8/30/2024 0:00
HAT-P-2 c,1,2,Radial Velocity,2023,Multiple Observatories,8500,,3400.76395,127.774,10/9/2023 0:00
HAT-P-20 b,1,1,Transit,2010,HATNet,2.87531773,,,71.0374,3/4/2024 0:00
HAT-P-21 b,1,1,Transit,2010,HATNet,4.12448852,,,277.278,3/4/2024 0:00
HAT-P-22 b,2,1,Transit,2010,HATNet,3.2122302,13.036,,81.7647,5/13/2024 0:00
HAT-P-23 b,1,1,Transit,2010,HATNet,1.2128864,,,364.813,3/4/2024 0:00
HAT-P-24 b,2,1,Transit,2010,HATNet,3.35524441,15.497,,415.344,12/10/2024 0:00
HAT-P-25 b,1,1,Transit,2010,HATNet,3.65281124,12.668,,300.384,12/10/2024 0:00
HAT-P-26 b,1,1,Transit,2010,HATNet,4.2345002,,,141.837,3/4/2024 0:00
HAT-P-27 b,2,1,Transit,2011,HATNet,3.03957804,,,199.173,3/4/2024 0:00
HAT-P-28 b,1,1,Transit,2011,HATNet,3.25721296,,,401.319,3/4/2024 0:00
HAT-P-29 b,2,1,Transit,2011,HATNet,5.7233685,,,313.576,3/4/2024 0:00
HAT-P-3 b,2,1,Transit,2007,HATNet,2.89973797,,,134.554,12/10/2024 0:00
HAT-P-30 b,2,1,Transit,2011,HATNet,2.81060132,15.995,,213.985,10/14/2024 0:00
HAT-P-31 b,1,1,Transit,2011,HATNet,5.0052702,,,344.05,3/4/2024 0:00
HAT-P-32 b,2,1,Transit,2011,HATNet,2.1500082,,,289.205,3/4/2024 0:00
HAT-P-33 b,2,1,Transit,2011,HATNet,3.47447773,,,396.11,12/10/2024 0:00
HAT-P-34 b,1,1,Transit,2011,HATNet,5.45264682,,,249.325,3/4/2024 0:00
HAT-P-35 b,3,1,Transit,2011,HATNet,3.6466584,,,506.965,3/4/2024 0:00
HAT-P-36 b,1,1,Transit,2011,HATNet,1.32734681,,,294.419,3/4/2024 0:00
HAT-P-37 b,1,1,Transit,2011,HATNet,2.79744256,,,390.594,3/4/2024 0:00
HAT-P-38 b,1,1,Transit,2012,HATNet,4.64012692,10.241,,255.206,9/16/2024 0:00
HAT-P-39 b,2,1,Transit,2012,HATNet,3.54387321,19.12,,697.004,12/10/2024 0:00
HAT-P-4 b,2,1,Transit,2007,HATNet,3.05652301,,,320.451,3/4/2024 0:00
HAT-P-40 b,1,1,Transit,2012,HATNet,4.4572184,,,464.469,3/4/2024 0:00
HAT-P-41 b,2,1,Transit,2012,HATNet,2.69404968,,,348.185,3/4/2024 0:00
HAT-P-42 b,1,1,Transit,2012,HATNet,4.64184345,12.603,,405.238,12/10/2024 0:00
HAT-P-43 b,1,1,Transit,2012,HATNet,3.33268054,,,528.825,3/4/2024 0:00
HAT-P-44 b,1,2,Transit,2014,HATNet,4.30119043,,,347.85,3/4/2024 0:00
HAT-P-44 c,1,2,Radial Velocity,2014,W. M. Keck Observatory,872.2,,1271.3,347.85,5/14/2014 0:00
HAT-P-45 b,1,1,Transit,2014,HATNet,3.12904756,16.908,,298.64,10/14/2024 0:00
HAT-P-46 b,1,1,Transit,2014,HATNet,4.46266466,13.393,,290.736,10/14/2024 0:00
HAT-P-49 b,1,1,Transit,2014,HATNet,2.6915539,,,350.351,12/10/2024 0:00
HAT-P-5 b,1,1,Transit,2007,HATNet,2.78847323,,,303.336,3/4/2024 0:00
HAT-P-50 b,1,1,Transit,2015,HATNet,3.1220166,14.323,,515.458,12/10/2024 0:00
HAT-P-51 b,1,1,Transit,2015,HATNet,4.2186625,13.698,,440.089,9/16/2024 0:00
HAT-P-52 b,1,1,Transit,2015,HATNet,2.7535976,,,361.155,3/4/2024 0:00
HAT-P-53 b,1,1,Transit,2015,HATNet,1.9618085,12.896,,666.802,8/30/2024 0:00
HAT-P-54 b,1,1,Transit,2015,HATNet,3.79985358,13.267,,143.651,12/10/2024 0:00
HAT-P-55 b,1,1,Transit,2015,HATNet,3.58523207,,,511.388,3/4/2024 0:00
HAT-P-56 b,1,1,Transit,2015,HATNet,2.79082853,16.756,,320.639,12/10/2024 0:00
HAT-P-57 b,3,1,Transit,2015,HATNet,2.4651801,17.086,,279.86,10/14/2024 0:00
HAT-P-58 b,1,1,Transit,2021,HATNet,4.01357005,14.954,,515.59,2/22/2023 0:00
HAT-P-59 b,1,1,Transit,2021,HATNet,4.1419776,,,265.471,3/4/2024 0:00
HAT-P-6 b,1,1,Transit,2007,HATNet,3.85299668,,,275.358,3/4/2024 0:00
HAT-P-60 b,1,1,Transit,2021,HATNet,4.7947729,18.556,,233.22,2/8/2023 0:00
HAT-P-61 b,1,1,Transit,2021,HATNet,1.90250318,11.373,,338.84,9/16/2024 0:00
HAT-P-62 b,1,1,Transit,2021,HATNet,2.64532306,,,348.815,3/4/2024 0:00
HAT-P-63 b,1,1,Transit,2021,HATNet,3.37774193,13.624,,403.458,10/14/2024 0:00
HAT-P-64 b,1,1,Transit,2021,HATNet,4.007232,18.161,,651.897,8/30/2024 0:00
HAT-P-65 b,1,1,Transit,2016,HATNet,2.60544751,18.058,176.07694,738.519,6/10/2024 0:00
HAT-P-66 b,1,1,Transit,2016,HATNet,2.972089,,,935.456,3/4/2024 0:00
HAT-P-67 b,2,1,Transit,2017,HATNet,4.8099755,22.622,,371.686,9/16/2024 0:00
HAT-P-68 b,1,1,Transit,2020,HATNet,2.29840579,13.706,,202.152,12/10/2024 0:00
HAT-P-69 b,1,1,Transit,2019,HATNet,4.7869883,,,341.263,3/4/2024 0:00
HAT-P-7 b,2,1,Transit,2008,HATNet,2.20473536,16.25,,341.079,12/5/2024 0:00
HAT-P-70 b,1,1,Transit,2019,HATNet,2.74431939,,,330.739,3/4/2024 0:00
HAT-P-8 b,3,1,Transit,2008,HATNet,3.07634347,,,211.553,3/4/2024 0:00
HAT-P-9 b,1,1,Transit,2008,HATNet,3.92281131,,,455.203,3/4/2024 0:00
HATS-1 b,1,1,Transit,2012,HATSouth,3.44645291,12.54,,283.971,5/8/2024 0:00
HATS-10 b,1,1,Transit,2015,HATSouth,3.3128281,,,534.889,3/4/2024 0:00
HATS-11 b,1,1,Transit,2016,HATSouth,3.6191546,,,944.603,3/4/2024 0:00
HATS-12 b,1,1,Transit,2016,HATSouth,3.142811,5.69,,746.138,9/5/2019 0:00
HATS-13 b,1,1,Transit,2015,HATSouth,3.04405362,,,421.855,3/4/2024 0:00
HATS-14 b,1,1,Transit,2015,HATSouth,2.76676001,12.287,,513.011,9/16/2024 0:00
HATS-15 b,1,1,Transit,2016,HATSouth,1.74748753,12.386,689.6911,1139.55,6/23/2016 0:00
HATS-16 b,1,1,Transit,2016,HATSouth,2.6865049,,,757.044,10/18/2022 0:00
HATS-17 b,1,1,Transit,2016,HATSouth,16.254688,,,400.331,3/4/2024 0:00
HATS-18 b,1,1,Transit,2016,Multiple Observatories,0.83784528,15.971,,624.368,9/30/2024 0:00
HATS-2 b,1,1,Transit,2013,HATSouth,1.35413417,13.224,,341.925,9/30/2024 0:00
HATS-22 b,1,1,Transit,2017,HATSouth,4.72281596,12.09,,229.518,9/30/2024 0:00
HATS-23 b,1,1,Transit,2017,HATSouth,2.1605107,,,639.004,3/4/2024 0:00
HATS-24 b,1,1,Transit,2017,HATSouth,1.34849613,15.882,,494.182,9/16/2024 0:00
HATS-25 b,1,1,Transit,2016,HATSouth,4.29864661,14.289,,471.158,9/16/2024 0:00
HATS-26 b,1,1,Transit,2016,HATSouth,3.3023928,,,861.843,3/4/2024 0:00
HATS-27 b,1,1,Transit,2016,HATSouth,4.6370496,,,816.988,3/4/2024 0:00
HATS-28 b,1,1,Transit,2016,HATSouth,3.1810697,,,535.383,10/18/2022 0:00
HATS-29 b,1,1,Transit,2016,HATSouth,4.6058787,,,353.891,3/4/2024 0:00
HATS-3 b,1,1,Transit,2013,HATSouth,3.547854,14.582,,411.211,9/16/2024 0:00
HATS-30 b,2,1,Transit,2016,HATSouth,3.17435042,14.917,,342.14,9/16/2024 0:00
HATS-31 b,1,1,Transit,2016,HATSouth,3.3779344,,,773.974,3/4/2024 0:00
HATS-32 b,1,1,Transit,2016,HATSouth,2.8126545,,,745.116,10/18/2022 0:00
HATS-33 b,1,1,Transit,2016,HATSouth,2.54956108,12.917,,248.46,9/16/2024 0:00
HATS-34 b,1,1,Transit,2016,HATSouth,2.10615688,13.087,,508.842,3/25/2024 0:00
HATS-35 b,1,1,Transit,2016,HATSouth,1.82100088,,,514.555,3/4/2024 0:00
HATS-36 b,1,1,Transit,2018,HATSouth,4.175235,12.77,,856.436,9/5/2019 0:00
HATS-37 A b,2,1,Transit,2020,HATSouth,4.3315366,6.793,31.46517,211.896,8/13/2020 0:00
HATS-38 b,1,1,Transit,2020,HATSouth,4.37446138,6.464,,343.525,5/3/2023 0:00
HATS-39 b,1,1,Transit,2018,HATSouth,4.5776335,,,878.521,3/4/2024 0:00
HATS-4 b,1,1,Transit,2014,HATSouth,2.51672679,,,416.459,3/4/2024 0:00
HATS-40 b,1,1,Transit,2018,HATSouth,3.2642813,,,1342.29,3/4/2024 0:00
HATS-41 b,1,1,Transit,2018,HATSouth,4.1936623,,,737.668,3/4/2024 0:00
HATS-42 b,1,1,Transit,2018,HATSouth,2.29210275,,,800.377,3/4/2024 0:00
HATS-43 b,1,1,Transit,2018,HATSouth,4.3888492,,,362.273,3/4/2024 0:00
HATS-44 b,1,1,Transit,2018,HATSouth,2.74390294,11.929,,446.035,8/8/2022 0:00
HATS-45 b,1,1,Transit,2018,HATSouth,4.1876194,,,772.11,3/4/2024 0:00
HATS-46 b,1,1,Transit,2018,HATSouth,4.7423709,10.551,,453.808,9/16/2024 0:00
HATS-47 b,1,1,Transit,2020,HATSouth,3.9228021,,,300.67,10/18/2022 0:00
HATS-48 A b,2,1,Transit,2020,HATSouth,3.13167354,9.5,,263.609,3/25/2024 0:00
HATS-49 b,1,1,Transit,2020,HATSouth,4.14703592,8.629,,324.413,11/6/2023 0:00
HATS-5 b,1,1,Transit,2014,HATSouth,4.76338959,,,246.384,3/4/2024 0:00
HATS-50 b,1,1,Transit,2017,HATSouth,3.8297015,12.666,123.9537,756.742,1/5/2018 0:00
HATS-51 b,1,1,Transit,2017,HATSouth,3.34886782,,,389.57,3/4/2024 0:00
HATS-52 b,1,1,Transit,2017,HATSouth,1.36665617,,,555.134,3/4/2024 0:00
HATS-53 b,1,1,Transit,2017,HATSouth,3.85377818,,,585.77,3/4/2024 0:00
HATS-54 b,1,1,Transit,2019,HATSouth,2.5441537,10.558,,748.585,2/8/2023 0:00
HATS-55 b,1,1,Transit,2019,HATSouth,4.2041844,,,609.838,10/18/2022 0:00
HATS-56 b,1,1,Transit,2019,HATSouth,4.3247662,,,564.409,3/4/2024 0:00
HATS-57 b,1,1,Transit,2019,HATSouth,2.35061721,,,279.485,3/4/2024 0:00
HATS-58 A b,2,1,Transit,2019,HATSouth,4.2180733,,,403.591,3/4/2024 0:00
HATS-59 b,1,2,Transit,2018,HATSouth,5.4161077,,,642.884,10/18/2022 0:00
HATS-59 c,1,2,Radial Velocity,2018,HATSouth,1422,,4036.441,642.884,12/6/2018 0:00
HATS-6 b,1,1,Transit,2015,HATSouth,3.32526424,,,169.318,3/4/2024 0:00
HATS-60 b,1,1,Transit,2018,HATSouth,3.560829,12.924,210.40346,486.474,7/12/2024 0:00
HATS-61 b,1,1,Transit,2018,HATSouth,7.817953,13.395,1080.622,679.761,7/12/2024 0:00
HATS-62 b,1,1,Transit,2018,HATSouth,3.2768837,11.825,56.89157,523.067,7/12/2024 0:00
HATS-63 b,1,1,Transit,2018,HATSouth,3.0566527,13.529,305.1168,623.232,7/12/2024 0:00
HATS-64 b,1,1,Transit,2018,HATSouth,4.908897,18.82,305.1168,1080.15,7/12/2024 0:00
HATS-65 b,2,1,Transit,2018,HATSouth,3.105161,16.825,260.93843,493.32,7/12/2024 0:00
HATS-66 b,1,1,Transit,2018,HATSouth,3.1414391,15.816,1694.0339,1477.98,7/12/2024 0:00
HATS-67 b,1,1,Transit,2018,HATSouth,1.6091788,18.887,460.8535,960.109,7/12/2024 0:00
HATS-68 b,1,1,Transit,2018,HATSouth,3.5862202,13.809,410.0007,603.955,7/12/2024 0:00
HATS-69 b,1,1,Transit,2018,HATSouth,2.2252577,10.593,183.38791,414.537,7/12/2024 0:00
HATS-7 b,1,1,Transit,2015,HATSouth,3.1853186,5.422,,240.707,3/25/2024 0:00
HATS-70 b,1,1,Transit,2019,HATSouth,1.88823968,,,1458.83,3/4/2024 0:00
HATS-71 b,1,1,Transit,2020,HATSouth,3.7955184,,,140.225,10/18/2022 0:00
HATS-72 b,1,1,Transit,2020,HATSouth,7.3279496,,,127.589,3/4/2024 0:00
HATS-74 A b,2,1,Transit,2021,HATSouth,1.73185294,12.03,,299.389,2/16/2024 0:00
HATS-75 b,1,1,Transit,2021,HATSouth,2.78865403,9.665,,194.964,9/16/2024 0:00
HATS-76 b,1,1,Transit,2021,HATSouth,1.94163657,11.757,,385.689,9/16/2024 0:00
HATS-77 b,1,1,Transit,2021,HATSouth,3.08762973,13.901,,436.176,2/16/2024 0:00
HATS-8 b,1,1,Transit,2015,HATSouth,3.583893,9.785,46.08535,794.637,3/21/2019 0:00
HATS-9 b,1,1,Transit,2015,HATSouth,1.9153196,14.42,,638.7,9/5/2019 0:00
HD 100655 b,2,1,Radial Velocity,2011,Bohyunsan Optical Astronomical Observatory,157.57001,,511.7063,137.178,9/6/2018 0:00
HD 100777 b,1,1,Radial Velocity,2007,La Silla Observatory,383,,390.92894,49.5336,9/5/2023 0:00
HD 101581 b,1,2,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),4.46569,0.956,,12.7781,1/24/2025 0:00
HD 101581 c,1,2,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),6.20401,0.99,,12.7781,1/24/2025 0:00
HD 10180 c,1,6,Radial Velocity,2010,La Silla Observatory,5.75969,,13.22173,38.9607,6/25/2015 0:00
HD 10180 d,1,6,Radial Velocity,2010,La Silla Observatory,16.357,,12.01397,38.9607,6/25/2015 0:00
HD 10180 e,1,6,Radial Velocity,2010,La Silla Observatory,49.745,,25.1,38.9607,6/25/2015 0:00
HD 10180 f,1,6,Radial Velocity,2010,La Silla Observatory,122.76,,23.9,38.9607,6/25/2015 0:00
HD 10180 g,1,6,Radial Velocity,2010,La Silla Observatory,604.67,,23.26516,38.9607,6/25/2015 0:00
HD 10180 h,1,6,Radial Velocity,2010,La Silla Observatory,2205,,65.66368,38.9607,6/25/2015 0:00
HD 101930 b,2,1,Radial Velocity,2005,La Silla Observatory,70.46,,79.4575,30.0274,9/6/2018 0:00
HD 102117 b,1,1,Radial Velocity,2005,La Silla Observatory,20.8133,,54.0311,39.5792,9/6/2018 0:00
HD 102195 b,1,1,Radial Velocity,2006,Kitt Peak National Observatory,4.079,,155.73592,29.3386,1/10/2022 0:00
HD 102272 b,1,1,Radial Velocity,2008,McDonald Observatory,127.58,,1570.0802,347.097,9/6/2018 0:00
HD 102329 b,1,2,Radial Velocity,2011,W. M. Keck Observatory,778.09998,,2593.4928,217.107,9/6/2018 0:00
HD 102329 c,1,2,Radial Velocity,2018,W. M. Keck Observatory,1123,,483.1016,217.107,11/29/2018 0:00
HD 102365 b,2,1,Radial Velocity,2010,Anglo-Australian Telescope,122.1,,16,9.2894,5/14/2014 0:00
HD 102843 b,1,1,Radial Velocity,2019,Las Campanas Observatory,3090.942,,113.9,62.758,5/23/2019 0:00
HD 102956 b,2,1,Radial Velocity,2010,W. M. Keck Observatory,6.4947,,305.1168,121.89,12/6/2018 0:00
HD 103197 b,1,1,Radial Velocity,2009,La Silla Observatory,47.84,,28.6047,57.1463,9/6/2018 0:00
HD 103720 b,1,1,Radial Velocity,2014,La Silla Observatory,4.5557,,197.046,45.5352,1/8/2015 0:00
HD 103774 b,2,1,Radial Velocity,2013,La Silla Observatory,5.8881,,116,56.4089,5/14/2014 0:00
HD 103891 b,1,1,Radial Velocity,2022,La Silla Observatory,1894,,918.5241,55.5213,6/12/2023 0:00
HD 103949 b,1,1,Radial Velocity,2019,Las Campanas Observatory,120.878,,11.2,26.4997,5/23/2019 0:00
